distro_typ,distro_rule_set,overage_rule_set,distro_timing,requir_tms_flg,distro_lead_time,adj_open_rec_flg,mod_usr_id,moddte,ins_dt,ins_user_id,last_upd_dt,last_upd_user_id 

